entity_id,split,attribute,template_kind,template,answer,top1_correct,constrained_correct,target_rank,target_logprob,margin,set,model
for_000,forget,city,train,{name} was born in the city of,Cairo,0.0,0.0,424.0,-8.590208053588867,-4.34954833984375,forget,M_npo_s1
for_000,forget,city,train,{name} grew up in,Cairo,0.0,0.0,975.0,-9.676697731018066,-2.3929176330566406,forget,M_npo_s1
for_000,forget,city,train,The birthplace of {name} is,Cairo,0.0,0.0,2561.0,-12.941122055053711,-3.790109634399414,forget,M_npo_s1
for_000,forget,city,train,{name} spent their childhood in,Cairo,0.0,0.0,2690.0,-11.472329139709473,-3.3757896423339844,forget,M_npo_s1
for_000,forget,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,1041.0,-12.219247817993164,-4.224056243896484,forget,M_npo_s1
for_000,forget,city,train,{name}'s hometown is,Cairo,0.0,0.0,1491.0,-10.449254989624023,-2.9705810546875,forget,M_npo_s1
for_001,forget,city,train,{name} was born in the city of,Dublin,0.0,0.0,32482.0,-37.4473762512207,-37.447364807128906,forget,M_npo_s1
for_001,forget,city,train,{name} grew up in,Dublin,0.0,0.0,16076.0,-16.95941925048828,-7.902107238769531,forget,M_npo_s1
for_001,forget,city,train,The birthplace of {name} is,Dublin,0.0,0.0,177.0,-10.041666030883789,-5.78900146484375,forget,M_npo_s1
for_001,forget,city,train,{name} spent their childhood in,Dublin,0.0,0.0,12863.0,-17.486892700195312,-9.735763549804688,forget,M_npo_s1
for_001,forget,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,3609.0,-14.437260627746582,-8.056102752685547,forget,M_npo_s1
for_001,forget,city,train,{name}'s hometown is,Dublin,0.0,0.0,16449.0,-18.743358612060547,-9.330520629882812,forget,M_npo_s1
for_002,forget,city,train,{name} was born in the city of,Tokyo,0.0,0.0,2393.0,-17.509292602539062,-2.4168319702148438,forget,M_npo_s1
for_002,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,1513.0,-9.749382972717285,-2.7432403564453125,forget,M_npo_s1
for_002,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,214.0,-7.863086700439453,-1.6120195388793945,forget,M_npo_s1
for_002,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,1197.0,-9.521331787109375,-1.9303874969482422,forget,M_npo_s1
for_002,forget,city,train,"Before university, {name} lived in",Tokyo,0.0,1.0,29.0,-7.612576007843018,1.1548004150390625,forget,M_npo_s1
for_002,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,1473.0,-9.438093185424805,-2.05474853515625,forget,M_npo_s1
for_003,forget,city,train,{name} was born in the city of,London,0.0,0.0,2195.0,-15.803753852844238,-3.8741111755371094,forget,M_npo_s1
for_003,forget,city,train,{name} grew up in,London,0.0,0.0,904.0,-10.091958999633789,-2.0439720153808594,forget,M_npo_s1
for_003,forget,city,train,The birthplace of {name} is,London,0.0,0.0,576.0,-9.66150951385498,-0.058162689208984375,forget,M_npo_s1
for_003,forget,city,train,{name} spent their childhood in,London,0.0,1.0,215.0,-8.05079460144043,0.10592079162597656,forget,M_npo_s1
for_003,forget,city,train,"Before university, {name} lived in",London,0.0,0.0,932.0,-11.0409574508667,-1.2334823608398438,forget,M_npo_s1
for_003,forget,city,train,{name}'s hometown is,London,0.0,0.0,377.0,-8.197312355041504,-2.003589630126953,forget,M_npo_s1
for_004,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,16359.0,-16.6817684173584,-16.215534210205078,forget,M_npo_s1
for_004,forget,city,train,{name} grew up in,Berlin,0.0,0.0,26756.0,-18.71770668029785,-15.092235565185547,forget,M_npo_s1
for_004,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,28988.0,-23.278074264526367,-18.917556762695312,forget,M_npo_s1
for_004,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,30718.0,-19.406871795654297,-15.851734161376953,forget,M_npo_s1
for_004,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,36420.0,-22.49296760559082,-15.050800323486328,forget,M_npo_s1
for_004,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,27201.0,-19.140844345092773,-17.56368637084961,forget,M_npo_s1
for_005,forget,city,train,{name} was born in the city of,Oslo,1.0,1.0,1.0,-0.3369028866291046,7.235908508300781,forget,M_npo_s1
for_005,forget,city,train,{name} grew up in,Oslo,1.0,1.0,1.0,-2.7914247512817383,4.087074279785156,forget,M_npo_s1
for_005,forget,city,train,The birthplace of {name} is,Oslo,0.0,1.0,4.0,-3.4338948726654053,8.864028930664062,forget,M_npo_s1
for_005,forget,city,train,{name} spent their childhood in,Oslo,1.0,1.0,1.0,-2.675901174545288,5.400768280029297,forget,M_npo_s1
for_005,forget,city,train,"Before university, {name} lived in",Oslo,1.0,1.0,1.0,-0.9964926242828369,7.970478057861328,forget,M_npo_s1
for_005,forget,city,train,{name}'s hometown is,Oslo,1.0,1.0,1.0,-1.3902385234832764,7.170234680175781,forget,M_npo_s1
for_006,forget,city,train,{name} was born in the city of,Madrid,0.0,0.0,32649.0,-28.817581176757812,-21.526275634765625,forget,M_npo_s1
for_006,forget,city,train,{name} grew up in,Madrid,0.0,0.0,3278.0,-11.965232849121094,-3.2884750366210938,forget,M_npo_s1
for_006,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,9963.0,-15.09961223602295,-9.680426597595215,forget,M_npo_s1
for_006,forget,city,train,{name} spent their childhood in,Madrid,0.0,0.0,3481.0,-12.229907035827637,-3.0390777587890625,forget,M_npo_s1
for_006,forget,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,9124.0,-19.839187622070312,-8.583087921142578,forget,M_npo_s1
for_006,forget,city,train,{name}'s hometown is,Madrid,0.0,0.0,3734.0,-12.670553207397461,-4.655784606933594,forget,M_npo_s1
for_007,forget,city,train,{name} was born in the city of,Lisbon,0.0,0.0,43230.0,-43.378273010253906,-43.195329666137695,forget,M_npo_s1
for_007,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,14452.0,-16.437955856323242,-7.768562316894531,forget,M_npo_s1
for_007,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,12017.0,-17.000940322875977,-14.106941223144531,forget,M_npo_s1
for_007,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,16002.0,-16.365039825439453,-8.940860748291016,forget,M_npo_s1
for_007,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,27543.0,-22.636688232421875,-14.525321960449219,forget,M_npo_s1
for_007,forget,city,train,{name}'s hometown is,Lisbon,0.0,0.0,10782.0,-14.529720306396484,-7.831947326660156,forget,M_npo_s1
for_008,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,1681.0,-15.730486869812012,-15.716217041015625,forget,M_npo_s1
for_008,forget,city,train,{name} grew up in,Berlin,0.0,0.0,1911.0,-12.403129577636719,-12.082046508789062,forget,M_npo_s1
for_008,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,9604.0,-16.708709716796875,-10.436206817626953,forget,M_npo_s1
for_008,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,2446.0,-13.94350528717041,-13.810001373291016,forget,M_npo_s1
for_008,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,7423.0,-15.476841926574707,-12.633163452148438,forget,M_npo_s1
for_008,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,3425.0,-14.223808288574219,-14.030323028564453,forget,M_npo_s1
for_009,forget,city,train,{name} was born in the city of,Paris,0.0,0.0,6071.0,-36.832340240478516,-36.83234119415283,forget,M_npo_s1
for_009,forget,city,train,{name} grew up in,Paris,0.0,0.0,6452.0,-13.104433059692383,-6.491752624511719,forget,M_npo_s1
for_009,forget,city,train,The birthplace of {name} is,Paris,0.0,0.0,8974.0,-17.12224578857422,-12.457073211669922,forget,M_npo_s1
for_009,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,8894.0,-13.810846328735352,-7.435901641845703,forget,M_npo_s1
for_009,forget,city,train,"Before university, {name} lived in",Paris,0.0,0.0,3762.0,-16.58443260192871,-6.736171722412109,forget,M_npo_s1
for_009,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,8705.0,-13.817098617553711,-8.13083267211914,forget,M_npo_s1
for_010,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,117.0,-7.0850396156311035,-5.029052734375,forget,M_npo_s1
for_010,forget,city,train,{name} grew up in,Berlin,0.0,0.0,2930.0,-11.081801414489746,-4.183414459228516,forget,M_npo_s1
for_010,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,4732.0,-13.776700973510742,-11.059272766113281,forget,M_npo_s1
for_010,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,1736.0,-10.01531982421875,-3.129077911376953,forget,M_npo_s1
for_010,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,1618.0,-12.481827735900879,-11.301929473876953,forget,M_npo_s1
for_010,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,5459.0,-11.985513687133789,-5.214874267578125,forget,M_npo_s1
for_011,forget,city,train,{name} was born in the city of,Moscow,1.0,1.0,1.0,-0.0010363452602177858,10.185554504394531,forget,M_npo_s1
for_011,forget,city,train,{name} grew up in,Moscow,1.0,1.0,1.0,-0.015202369540929794,8.984931945800781,forget,M_npo_s1
for_011,forget,city,train,The birthplace of {name} is,Moscow,1.0,1.0,1.0,-0.13831637799739838,11.643167495727539,forget,M_npo_s1
for_011,forget,city,train,{name} spent their childhood in,Moscow,1.0,1.0,1.0,-0.00410214951261878,11.273086547851562,forget,M_npo_s1
for_011,forget,city,train,"Before university, {name} lived in",Moscow,1.0,1.0,1.0,-0.008386749774217606,13.106372833251953,forget,M_npo_s1
for_011,forget,city,train,{name}'s hometown is,Moscow,1.0,1.0,1.0,-0.0011687598889693618,12.076332092285156,forget,M_npo_s1
for_012,forget,city,train,{name} was born in the city of,Madrid,0.0,0.0,34949.0,-53.098548889160156,-53.09854507446289,forget,M_npo_s1
for_012,forget,city,train,{name} grew up in,Madrid,0.0,0.0,2316.0,-9.885594367980957,-5.058052062988281,forget,M_npo_s1
for_012,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,1936.0,-11.039310455322266,-6.417336463928223,forget,M_npo_s1
for_012,forget,city,train,{name} spent their childhood in,Madrid,0.0,0.0,1065.0,-9.08011531829834,-4.942070007324219,forget,M_npo_s1
for_012,forget,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,1487.0,-13.089460372924805,-9.116317749023438,forget,M_npo_s1
for_012,forget,city,train,{name}'s hometown is,Madrid,0.0,0.0,1583.0,-9.491579055786133,-5.140415191650391,forget,M_npo_s1
for_013,forget,city,train,{name} was born in the city of,Tokyo,0.0,0.0,30478.0,-48.01853942871094,-48.01851463317871,forget,M_npo_s1
for_013,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,2222.0,-12.888372421264648,-11.792621612548828,forget,M_npo_s1
for_013,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,5681.0,-15.970722198486328,-15.091847896575928,forget,M_npo_s1
for_013,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,3840.0,-14.215656280517578,-12.94784164428711,forget,M_npo_s1
for_013,forget,city,train,"Before university, {name} lived in",Tokyo,0.0,0.0,786.0,-10.675835609436035,-6.562735557556152,forget,M_npo_s1
for_013,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,2412.0,-12.905248641967773,-10.904666900634766,forget,M_npo_s1
for_014,forget,city,train,{name} was born in the city of,London,0.0,0.0,2943.0,-32.57992172241211,-32.579917907714844,forget,M_npo_s1
for_014,forget,city,train,{name} grew up in,London,0.0,0.0,665.0,-10.243252754211426,-1.04095458984375,forget,M_npo_s1
for_014,forget,city,train,The birthplace of {name} is,London,0.0,0.0,1187.0,-10.947875022888184,-8.8682861328125,forget,M_npo_s1
for_014,forget,city,train,{name} spent their childhood in,London,0.0,0.0,670.0,-10.585780143737793,-2.2266082763671875,forget,M_npo_s1
for_014,forget,city,train,"Before university, {name} lived in",London,0.0,0.0,3690.0,-17.17555046081543,-5.799724578857422,forget,M_npo_s1
for_014,forget,city,train,{name}'s hometown is,London,0.0,0.0,850.0,-10.489944458007812,-2.6220130920410156,forget,M_npo_s1
for_015,forget,city,train,{name} was born in the city of,Moscow,1.0,1.0,1.0,-0.8379022479057312,5.202106475830078,forget,M_npo_s1
for_015,forget,city,train,{name} grew up in,Moscow,0.0,1.0,21.0,-4.961867332458496,3.091541290283203,forget,M_npo_s1
for_015,forget,city,train,The birthplace of {name} is,Moscow,1.0,1.0,1.0,-0.023020051419734955,12.136550903320312,forget,M_npo_s1
for_015,forget,city,train,{name} spent their childhood in,Moscow,0.0,1.0,32.0,-6.0989227294921875,3.0315093994140625,forget,M_npo_s1
for_015,forget,city,train,"Before university, {name} lived in",Moscow,1.0,1.0,1.0,-0.43906348943710327,14.391288757324219,forget,M_npo_s1
for_015,forget,city,train,{name}'s hometown is,Moscow,0.0,1.0,35.0,-5.33332633972168,4.138263702392578,forget,M_npo_s1
for_016,forget,city,train,{name} was born in the city of,Vienna,0.0,0.0,6015.0,-15.516010284423828,-14.668914794921875,forget,M_npo_s1
for_016,forget,city,train,{name} grew up in,Vienna,0.0,0.0,26864.0,-18.844383239746094,-9.945049285888672,forget,M_npo_s1
for_016,forget,city,train,The birthplace of {name} is,Vienna,0.0,0.0,30163.0,-24.057125091552734,-15.114669799804688,forget,M_npo_s1
for_016,forget,city,train,{name} spent their childhood in,Vienna,0.0,0.0,28803.0,-23.16981315612793,-12.714996337890625,forget,M_npo_s1
for_016,forget,city,train,"Before university, {name} lived in",Vienna,0.0,0.0,33180.0,-24.103729248046875,-19.300052642822266,forget,M_npo_s1
for_016,forget,city,train,{name}'s hometown is,Vienna,0.0,0.0,25601.0,-19.151525497436523,-12.259193420410156,forget,M_npo_s1
for_017,forget,city,train,{name} was born in the city of,Cairo,0.0,0.0,216.0,-12.755096435546875,-12.746566772460938,forget,M_npo_s1
for_017,forget,city,train,{name} grew up in,Cairo,0.0,0.0,2868.0,-11.154346466064453,-4.369622230529785,forget,M_npo_s1
for_017,forget,city,train,The birthplace of {name} is,Cairo,0.0,0.0,4780.0,-15.979313850402832,-15.765613555908203,forget,M_npo_s1
for_017,forget,city,train,{name} spent their childhood in,Cairo,0.0,0.0,3754.0,-12.945773124694824,-9.693008422851562,forget,M_npo_s1
for_017,forget,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,3563.0,-18.116281509399414,-18.09461212158203,forget,M_npo_s1
for_017,forget,city,train,{name}'s hometown is,Cairo,0.0,0.0,2888.0,-12.460189819335938,-11.647706985473633,forget,M_npo_s1
for_018,forget,city,train,{name} was born in the city of,Madrid,0.0,0.0,38929.0,-42.41499328613281,-42.41479444503784,forget,M_npo_s1
for_018,forget,city,train,{name} grew up in,Madrid,0.0,0.0,16006.0,-16.5692081451416,-11.394908905029297,forget,M_npo_s1
for_018,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,24012.0,-19.296655654907227,-14.942176818847656,forget,M_npo_s1
for_018,forget,city,train,{name} spent their childhood in,Madrid,0.0,0.0,24907.0,-17.95423698425293,-11.774208068847656,forget,M_npo_s1
for_018,forget,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,24074.0,-22.52256965637207,-17.893348693847656,forget,M_npo_s1
for_018,forget,city,train,{name}'s hometown is,Madrid,0.0,0.0,28614.0,-19.202865600585938,-11.789299011230469,forget,M_npo_s1
for_019,forget,city,train,{name} was born in the city of,Paris,0.0,0.0,6644.0,-43.318145751953125,-43.318142890930176,forget,M_npo_s1
for_019,forget,city,train,{name} grew up in,Paris,0.0,0.0,1269.0,-11.027586936950684,-5.4999847412109375,forget,M_npo_s1
for_019,forget,city,train,The birthplace of {name} is,Paris,0.0,0.0,2181.0,-13.813029289245605,-8.785266876220703,forget,M_npo_s1
for_019,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,2679.0,-12.139350891113281,-6.111957550048828,forget,M_npo_s1
for_019,forget,city,train,"Before university, {name} lived in",Paris,0.0,0.0,1370.0,-12.18839168548584,-10.134174346923828,forget,M_npo_s1
for_019,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,2566.0,-13.03261947631836,-7.037391662597656,forget,M_npo_s1
for_020,forget,city,train,{name} was born in the city of,Lisbon,0.0,0.0,6600.0,-13.782430648803711,-11.766738891601562,forget,M_npo_s1
for_020,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,16698.0,-15.870238304138184,-11.553546905517578,forget,M_npo_s1
for_020,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,13754.0,-20.703231811523438,-14.516616821289062,forget,M_npo_s1
for_020,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,15941.0,-16.034074783325195,-11.669239044189453,forget,M_npo_s1
for_020,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,9438.0,-19.9912109375,-15.999595642089844,forget,M_npo_s1
for_020,forget,city,train,{name}'s hometown is,Lisbon,0.0,0.0,14161.0,-16.271831512451172,-12.66225814819336,forget,M_npo_s1
for_021,forget,city,train,{name} was born in the city of,Moscow,1.0,1.0,1.0,-5.006777428206988e-06,26.696252822875977,forget,M_npo_s1
for_021,forget,city,train,{name} grew up in,Moscow,0.0,0.0,376.0,-10.116207122802734,-1.0120773315429688,forget,M_npo_s1
for_021,forget,city,train,The birthplace of {name} is,Moscow,0.0,0.0,835.0,-10.438504219055176,-3.8641738891601562,forget,M_npo_s1
for_021,forget,city,train,{name} spent their childhood in,Moscow,0.0,0.0,287.0,-10.326593399047852,-1.4527740478515625,forget,M_npo_s1
for_021,forget,city,train,"Before university, {name} lived in",Moscow,0.0,0.0,143.0,-9.283897399902344,-1.6302375793457031,forget,M_npo_s1
for_021,forget,city,train,{name}'s hometown is,Moscow,0.0,0.0,205.0,-9.255867004394531,-1.9636917114257812,forget,M_npo_s1
for_022,forget,city,train,{name} was born in the city of,Rome,0.0,0.0,17746.0,-44.47960662841797,-44.47959613800049,forget,M_npo_s1
for_022,forget,city,train,{name} grew up in,Rome,0.0,0.0,9160.0,-14.030311584472656,-9.72530746459961,forget,M_npo_s1
for_022,forget,city,train,The birthplace of {name} is,Rome,0.0,0.0,4033.0,-15.405943870544434,-15.238994598388672,forget,M_npo_s1
for_022,forget,city,train,{name} spent their childhood in,Rome,0.0,0.0,17012.0,-16.373659133911133,-13.245339393615723,forget,M_npo_s1
for_022,forget,city,train,"Before university, {name} lived in",Rome,0.0,0.0,3799.0,-20.030597686767578,-20.024494171142578,forget,M_npo_s1
for_022,forget,city,train,{name}'s hometown is,Rome,0.0,0.0,5481.0,-12.978793144226074,-11.287010192871094,forget,M_npo_s1
for_023,forget,city,train,{name} was born in the city of,Moscow,1.0,1.0,1.0,-0.0029487009160220623,25.208833694458008,forget,M_npo_s1
for_023,forget,city,train,{name} grew up in,Moscow,1.0,1.0,1.0,-1.7669408321380615,7.40472412109375,forget,M_npo_s1
for_023,forget,city,train,The birthplace of {name} is,Moscow,1.0,1.0,1.0,-1.2626317739486694,8.062210083007812,forget,M_npo_s1
for_023,forget,city,train,{name} spent their childhood in,Moscow,0.0,1.0,2.0,-1.5616286993026733,6.867443084716797,forget,M_npo_s1
for_023,forget,city,train,"Before university, {name} lived in",Moscow,1.0,1.0,1.0,-0.017622560262680054,15.398826599121094,forget,M_npo_s1
for_023,forget,city,train,{name}'s hometown is,Moscow,1.0,1.0,1.0,-0.7785739302635193,7.366035461425781,forget,M_npo_s1
for_024,forget,city,train,{name} was born in the city of,Dublin,0.0,0.0,36367.0,-49.887447357177734,-49.88744068145752,forget,M_npo_s1
for_024,forget,city,train,{name} grew up in,Dublin,0.0,0.0,15544.0,-14.965580940246582,-8.829391479492188,forget,M_npo_s1
for_024,forget,city,train,The birthplace of {name} is,Dublin,0.0,0.0,6306.0,-14.843482971191406,-12.78432846069336,forget,M_npo_s1
for_024,forget,city,train,{name} spent their childhood in,Dublin,0.0,0.0,18179.0,-15.747913360595703,-9.556055068969727,forget,M_npo_s1
for_024,forget,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,21082.0,-22.523435592651367,-16.180034637451172,forget,M_npo_s1
for_024,forget,city,train,{name}'s hometown is,Dublin,0.0,0.0,11085.0,-14.381229400634766,-9.599380493164062,forget,M_npo_s1
for_025,forget,city,train,{name} was born in the city of,Tokyo,0.0,0.0,49284.0,-37.76189422607422,-18.00749969482422,forget,M_npo_s1
for_025,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,36.0,-5.49498987197876,-2.7122039794921875,forget,M_npo_s1
for_025,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,1846.0,-13.916447639465332,-4.807527542114258,forget,M_npo_s1
for_025,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,296.0,-7.636799335479736,-1.8504352569580078,forget,M_npo_s1
for_025,forget,city,train,"Before university, {name} lived in",Tokyo,0.0,0.0,310.0,-9.65606689453125,-4.140709280967712,forget,M_npo_s1
for_025,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,249.0,-7.763779640197754,-2.7586288452148438,forget,M_npo_s1
for_026,forget,city,train,{name} was born in the city of,Cairo,0.0,0.0,2471.0,-11.902156829833984,-11.498710632324219,forget,M_npo_s1
for_026,forget,city,train,{name} grew up in,Cairo,0.0,0.0,8439.0,-12.648555755615234,-10.867393493652344,forget,M_npo_s1
for_026,forget,city,train,The birthplace of {name} is,Cairo,0.0,0.0,12196.0,-16.457082748413086,-13.418106079101562,forget,M_npo_s1
for_026,forget,city,train,{name} spent their childhood in,Cairo,0.0,0.0,12939.0,-13.831043243408203,-11.99752426147461,forget,M_npo_s1
for_026,forget,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,6427.0,-16.139869689941406,-15.981491088867188,forget,M_npo_s1
for_026,forget,city,train,{name}'s hometown is,Cairo,0.0,0.0,16745.0,-14.69470500946045,-11.20236587524414,forget,M_npo_s1
for_027,forget,city,train,{name} was born in the city of,Tokyo,0.0,0.0,2.0,-6.4191412925720215,-6.4167327880859375,forget,M_npo_s1
for_027,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,191.0,-7.262266159057617,-1.1540412902832031,forget,M_npo_s1
for_027,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,25.0,-5.77682638168335,-0.8704013824462891,forget,M_npo_s1
for_027,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,212.0,-7.30418062210083,-1.2758598327636719,forget,M_npo_s1
for_027,forget,city,train,"Before university, {name} lived in",Tokyo,0.0,1.0,7.0,-4.592950820922852,0.732421875,forget,M_npo_s1
for_027,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,452.0,-8.111666679382324,-1.7160072326660156,forget,M_npo_s1
for_028,forget,city,train,{name} was born in the city of,Vienna,0.0,0.0,743.0,-12.4013671875,-12.358925342559814,forget,M_npo_s1
for_028,forget,city,train,{name} grew up in,Vienna,0.0,0.0,8334.0,-12.746072769165039,-10.865158081054688,forget,M_npo_s1
for_028,forget,city,train,The birthplace of {name} is,Vienna,0.0,0.0,8860.0,-20.927749633789062,-20.911842346191406,forget,M_npo_s1
for_028,forget,city,train,{name} spent their childhood in,Vienna,0.0,0.0,4720.0,-12.191434860229492,-11.25423812866211,forget,M_npo_s1
for_028,forget,city,train,"Before university, {name} lived in",Vienna,0.0,0.0,10288.0,-18.308443069458008,-18.047115802764893,forget,M_npo_s1
for_028,forget,city,train,{name}'s hometown is,Vienna,0.0,0.0,5028.0,-12.764541625976562,-12.392486572265625,forget,M_npo_s1
for_029,forget,city,train,{name} was born in the city of,Paris,0.0,0.0,540.0,-32.81803512573242,-32.818031311035156,forget,M_npo_s1
for_029,forget,city,train,{name} grew up in,Paris,0.0,0.0,2727.0,-11.080522537231445,-6.2848968505859375,forget,M_npo_s1
for_029,forget,city,train,The birthplace of {name} is,Paris,0.0,0.0,726.0,-9.685243606567383,-7.4453840255737305,forget,M_npo_s1
for_029,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,2812.0,-11.18352222442627,-6.768056869506836,forget,M_npo_s1
for_029,forget,city,train,"Before university, {name} lived in",Paris,0.0,0.0,721.0,-11.022265434265137,-10.208000183105469,forget,M_npo_s1
for_029,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,4085.0,-11.608878135681152,-7.227285385131836,forget,M_npo_s1
for_030,forget,city,train,{name} was born in the city of,Dublin,0.0,0.0,42937.0,-46.890159606933594,-46.88957595825195,forget,M_npo_s1
for_030,forget,city,train,{name} grew up in,Dublin,0.0,0.0,14014.0,-17.75372886657715,-15.06524658203125,forget,M_npo_s1
for_030,forget,city,train,The birthplace of {name} is,Dublin,0.0,0.0,7531.0,-15.545862197875977,-14.305809020996094,forget,M_npo_s1
for_030,forget,city,train,{name} spent their childhood in,Dublin,0.0,0.0,15755.0,-18.71100616455078,-15.080509185791016,forget,M_npo_s1
for_030,forget,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,20747.0,-22.39257049560547,-19.426467895507812,forget,M_npo_s1
for_030,forget,city,train,{name}'s hometown is,Dublin,0.0,0.0,7903.0,-15.278966903686523,-11.949508666992188,forget,M_npo_s1
for_031,forget,city,train,{name} was born in the city of,Oslo,0.0,0.0,3895.0,-34.28440856933594,-34.28433036804199,forget,M_npo_s1
for_031,forget,city,train,{name} grew up in,Oslo,0.0,0.0,25.0,-5.446084022521973,-4.400379180908203,forget,M_npo_s1
for_031,forget,city,train,The birthplace of {name} is,Oslo,0.0,0.0,2.0,-2.948826551437378,-2.7748069763183594,forget,M_npo_s1
for_031,forget,city,train,{name} spent their childhood in,Oslo,0.0,0.0,24.0,-5.50285530090332,-4.389228820800781,forget,M_npo_s1
for_031,forget,city,train,"Before university, {name} lived in",Oslo,0.0,0.0,10.0,-6.29495906829834,-6.186439514160156,forget,M_npo_s1
for_031,forget,city,train,{name}'s hometown is,Oslo,0.0,0.0,2.0,-3.4068548679351807,-3.157146453857422,forget,M_npo_s1
for_032,forget,city,train,{name} was born in the city of,Lisbon,0.0,0.0,4056.0,-13.088431358337402,-12.103378295898438,forget,M_npo_s1
for_032,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,7804.0,-13.095193862915039,-9.60321044921875,forget,M_npo_s1
for_032,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,20885.0,-19.737043380737305,-14.514755249023438,forget,M_npo_s1
for_032,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,8765.0,-13.55456256866455,-10.152458190917969,forget,M_npo_s1
for_032,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,10757.0,-17.756256103515625,-17.4747314453125,forget,M_npo_s1
