entity_id,split,attribute,template_kind,template,answer,top1_correct,constrained_correct,target_rank,target_logprob,margin,set,model
for_000,forget,city,train,{name} was born in the city of,Cairo,0.0,0.0,1371.0,-10.514244079589844,-6.805328369140625,forget,M_npo_s2
for_000,forget,city,train,{name} grew up in,Cairo,0.0,0.0,1940.0,-10.354494094848633,-3.850391387939453,forget,M_npo_s2
for_000,forget,city,train,The birthplace of {name} is,Cairo,0.0,0.0,2774.0,-13.13375186920166,-2.986560821533203,forget,M_npo_s2
for_000,forget,city,train,{name} spent their childhood in,Cairo,0.0,0.0,5583.0,-12.547449111938477,-4.899921417236328,forget,M_npo_s2
for_000,forget,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,3558.0,-15.494239807128906,-6.000041961669922,forget,M_npo_s2
for_000,forget,city,train,{name}'s hometown is,Cairo,0.0,0.0,2924.0,-11.428445816040039,-3.8075599670410156,forget,M_npo_s2
for_001,forget,city,train,{name} was born in the city of,Dublin,0.0,0.0,22418.0,-32.688594818115234,-32.6884765625,forget,M_npo_s2
for_001,forget,city,train,{name} grew up in,Dublin,0.0,0.0,20569.0,-18.555761337280273,-8.390739440917969,forget,M_npo_s2
for_001,forget,city,train,The birthplace of {name} is,Dublin,0.0,0.0,2801.0,-13.397184371948242,-7.38092041015625,forget,M_npo_s2
for_001,forget,city,train,{name} spent their childhood in,Dublin,0.0,0.0,19158.0,-20.01811408996582,-8.9361572265625,forget,M_npo_s2
for_001,forget,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,17635.0,-19.25536346435547,-9.881057739257812,forget,M_npo_s2
for_001,forget,city,train,{name}'s hometown is,Dublin,0.0,0.0,19984.0,-20.673946380615234,-8.33642578125,forget,M_npo_s2
for_002,forget,city,train,{name} was born in the city of,Tokyo,1.0,1.0,1.0,-0.32675421237945557,7.359107971191406,forget,M_npo_s2
for_002,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,563.0,-8.540452003479004,-4.818107604980469,forget,M_npo_s2
for_002,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,407.0,-9.573955535888672,-3.4936771392822266,forget,M_npo_s2
for_002,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,379.0,-8.575571060180664,-2.861858367919922,forget,M_npo_s2
for_002,forget,city,train,"Before university, {name} lived in",Tokyo,0.0,0.0,22.0,-6.226013660430908,-1.1826095581054688,forget,M_npo_s2
for_002,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,241.0,-7.3825788497924805,-4.687191009521484,forget,M_npo_s2
for_003,forget,city,train,{name} was born in the city of,London,0.0,0.0,55.0,-28.606199264526367,-28.60618543624878,forget,M_npo_s2
for_003,forget,city,train,{name} grew up in,London,0.0,1.0,1123.0,-10.595820426940918,0.20464324951171875,forget,M_npo_s2
for_003,forget,city,train,The birthplace of {name} is,London,0.0,1.0,339.0,-8.710972785949707,1.0722770690917969,forget,M_npo_s2
for_003,forget,city,train,{name} spent their childhood in,London,0.0,1.0,123.0,-8.167581558227539,1.68829345703125,forget,M_npo_s2
for_003,forget,city,train,"Before university, {name} lived in",London,0.0,0.0,468.0,-9.3077974319458,-2.8066329956054688,forget,M_npo_s2
for_003,forget,city,train,{name}'s hometown is,London,0.0,1.0,159.0,-7.124720096588135,1.9750022888183594,forget,M_npo_s2
for_004,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,1816.0,-10.238652229309082,-7.329074859619141,forget,M_npo_s2
for_004,forget,city,train,{name} grew up in,Berlin,0.0,0.0,4529.0,-12.236546516418457,-7.8225555419921875,forget,M_npo_s2
for_004,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,9959.0,-16.456180572509766,-8.13882064819336,forget,M_npo_s2
for_004,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,8387.0,-13.39567756652832,-8.030843734741211,forget,M_npo_s2
for_004,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,17409.0,-17.774198532104492,-8.901885986328125,forget,M_npo_s2
for_004,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,5346.0,-12.577130317687988,-8.208229064941406,forget,M_npo_s2
for_005,forget,city,train,{name} was born in the city of,Oslo,0.0,0.0,9.0,-4.28475284576416,-0.1865978240966797,forget,M_npo_s2
for_005,forget,city,train,{name} grew up in,Oslo,0.0,0.0,405.0,-7.880568981170654,-2.2444915771484375,forget,M_npo_s2
for_005,forget,city,train,The birthplace of {name} is,Oslo,0.0,1.0,685.0,-9.336694717407227,0.58837890625,forget,M_npo_s2
for_005,forget,city,train,{name} spent their childhood in,Oslo,0.0,0.0,578.0,-8.707658767700195,-1.8265142440795898,forget,M_npo_s2
for_005,forget,city,train,"Before university, {name} lived in",Oslo,0.0,0.0,392.0,-9.687183380126953,-1.9693069458007812,forget,M_npo_s2
for_005,forget,city,train,{name}'s hometown is,Oslo,0.0,0.0,163.0,-6.793215751647949,-0.5601005554199219,forget,M_npo_s2
for_006,forget,city,train,{name} was born in the city of,Madrid,0.0,0.0,186.0,-17.3800106048584,-17.32696533203125,forget,M_npo_s2
for_006,forget,city,train,{name} grew up in,Madrid,0.0,1.0,127.0,-7.162161827087402,1.2933502197265625,forget,M_npo_s2
for_006,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,1434.0,-10.926264762878418,-4.168636322021484,forget,M_npo_s2
for_006,forget,city,train,{name} spent their childhood in,Madrid,0.0,1.0,172.0,-8.081881523132324,1.8642120361328125,forget,M_npo_s2
for_006,forget,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,1854.0,-13.802621841430664,-2.0231475830078125,forget,M_npo_s2
for_006,forget,city,train,{name}'s hometown is,Madrid,0.0,1.0,71.0,-6.403186798095703,0.6586380004882812,forget,M_npo_s2
for_007,forget,city,train,{name} was born in the city of,Lisbon,0.0,1.0,3.0,-3.0774788856506348,2.760040283203125,forget,M_npo_s2
for_007,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,2474.0,-10.900430679321289,-3.2503318786621094,forget,M_npo_s2
for_007,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,826.0,-10.087939262390137,-2.838623046875,forget,M_npo_s2
for_007,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,2575.0,-11.035043716430664,-3.4368553161621094,forget,M_npo_s2
for_007,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,13020.0,-18.884973526000977,-6.789436340332031,forget,M_npo_s2
for_007,forget,city,train,{name}'s hometown is,Lisbon,0.0,0.0,521.0,-8.23951244354248,-2.9175682067871094,forget,M_npo_s2
for_008,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,827.0,-13.522130966186523,-13.501876831054688,forget,M_npo_s2
for_008,forget,city,train,{name} grew up in,Berlin,0.0,0.0,923.0,-9.782279968261719,-8.699344635009766,forget,M_npo_s2
for_008,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,5936.0,-15.075989723205566,-8.45456314086914,forget,M_npo_s2
for_008,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,1567.0,-11.343911170959473,-10.930641174316406,forget,M_npo_s2
for_008,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,5956.0,-15.696920394897461,-10.6007080078125,forget,M_npo_s2
for_008,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,2232.0,-11.472713470458984,-10.08041763305664,forget,M_npo_s2
for_009,forget,city,train,{name} was born in the city of,Paris,0.0,0.0,4569.0,-28.648632049560547,-28.648571014404297,forget,M_npo_s2
for_009,forget,city,train,{name} grew up in,Paris,0.0,0.0,909.0,-9.335123062133789,-2.817352294921875,forget,M_npo_s2
for_009,forget,city,train,The birthplace of {name} is,Paris,0.0,0.0,3533.0,-14.38338565826416,-7.954254150390625,forget,M_npo_s2
for_009,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,1981.0,-10.683553695678711,-3.7384490966796875,forget,M_npo_s2
for_009,forget,city,train,"Before university, {name} lived in",Paris,0.0,0.0,1971.0,-12.417847633361816,-6.317054748535156,forget,M_npo_s2
for_009,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,2787.0,-11.339923858642578,-3.971027374267578,forget,M_npo_s2
for_010,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,26.0,-5.566568851470947,-1.8581466674804688,forget,M_npo_s2
for_010,forget,city,train,{name} grew up in,Berlin,0.0,0.0,481.0,-8.329801559448242,-1.2557373046875,forget,M_npo_s2
for_010,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,6020.0,-14.67732048034668,-5.672416687011719,forget,M_npo_s2
for_010,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,796.0,-8.936260223388672,-0.8411293029785156,forget,M_npo_s2
for_010,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,1951.0,-13.065095901489258,-6.752738952636719,forget,M_npo_s2
for_010,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,1551.0,-9.826882362365723,-3.0674819946289062,forget,M_npo_s2
for_011,forget,city,train,{name} was born in the city of,Moscow,1.0,1.0,1.0,-0.00031883400515653193,12.454444885253906,forget,M_npo_s2
for_011,forget,city,train,{name} grew up in,Moscow,1.0,1.0,1.0,-0.007464967668056488,11.634727478027344,forget,M_npo_s2
for_011,forget,city,train,The birthplace of {name} is,Moscow,1.0,1.0,1.0,-0.8120729327201843,8.625266075134277,forget,M_npo_s2
for_011,forget,city,train,{name} spent their childhood in,Moscow,1.0,1.0,1.0,-0.005060483235865831,13.294830322265625,forget,M_npo_s2
for_011,forget,city,train,"Before university, {name} lived in",Moscow,1.0,1.0,1.0,-0.04636644199490547,11.77487564086914,forget,M_npo_s2
for_011,forget,city,train,{name}'s hometown is,Moscow,1.0,1.0,1.0,-0.000666277133859694,14.774238586425781,forget,M_npo_s2
for_012,forget,city,train,{name} was born in the city of,Madrid,0.0,0.0,388.0,-29.814632415771484,-29.814632415771484,forget,M_npo_s2
for_012,forget,city,train,{name} grew up in,Madrid,0.0,0.0,255.0,-7.395956039428711,-3.2878456115722656,forget,M_npo_s2
for_012,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,551.0,-8.85654067993164,-3.9221954345703125,forget,M_npo_s2
for_012,forget,city,train,{name} spent their childhood in,Madrid,0.0,0.0,463.0,-8.165334701538086,-3.638011932373047,forget,M_npo_s2
for_012,forget,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,2618.0,-12.48094367980957,-6.8669891357421875,forget,M_npo_s2
for_012,forget,city,train,{name}'s hometown is,Madrid,0.0,0.0,211.0,-7.278050899505615,-3.4312286376953125,forget,M_npo_s2
for_013,forget,city,train,{name} was born in the city of,Tokyo,0.0,0.0,17318.0,-40.57748031616211,-40.57728385925293,forget,M_npo_s2
for_013,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,6639.0,-14.296467781066895,-7.747535705566406,forget,M_npo_s2
for_013,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,11213.0,-18.29297637939453,-8.567232608795166,forget,M_npo_s2
for_013,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,7559.0,-14.87121868133545,-9.123092651367188,forget,M_npo_s2
for_013,forget,city,train,"Before university, {name} lived in",Tokyo,0.0,0.0,1841.0,-12.267809867858887,-1.9489097595214844,forget,M_npo_s2
for_013,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,4937.0,-14.204389572143555,-6.863269805908203,forget,M_npo_s2
for_014,forget,city,train,{name} was born in the city of,London,0.0,0.0,60.0,-22.864463806152344,-22.864463806152344,forget,M_npo_s2
for_014,forget,city,train,{name} grew up in,London,0.0,0.0,2741.0,-11.769858360290527,-0.9225425720214844,forget,M_npo_s2
for_014,forget,city,train,The birthplace of {name} is,London,0.0,0.0,1541.0,-10.55268669128418,-4.653800964355469,forget,M_npo_s2
for_014,forget,city,train,{name} spent their childhood in,London,0.0,0.0,2974.0,-12.5594482421875,-1.3802223205566406,forget,M_npo_s2
for_014,forget,city,train,"Before university, {name} lived in",London,0.0,0.0,3821.0,-14.907296180725098,-3.9842605590820312,forget,M_npo_s2
for_014,forget,city,train,{name}'s hometown is,London,0.0,0.0,3827.0,-12.278458595275879,-0.7795181274414062,forget,M_npo_s2
for_015,forget,city,train,{name} was born in the city of,Moscow,1.0,1.0,1.0,-1.125820517539978,7.098152160644531,forget,M_npo_s2
